temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
2.7,5.5,0.7,70,6.1,1.1,75,1991-01-01,Chamoli
-0.7,5.8,-10.1,51,0.0,0.0,1,1991-01-02,Chamoli
-2.4,8.1,-14.9,46,0.0,0.0,2,1991-01-03,Chamoli
0.7,8.9,-6.9,47,0.0,0.0,3,1991-01-04,Chamoli
-0.4,9.9,-11.6,52,0.0,0.0,2,1991-01-05,Chamoli
0.7,10.3,-9.3,47,0.0,0.0,3,1991-01-06,Chamoli
1.9,9.2,-8.6,56,0.2,0.2,51,1991-01-07,Chamoli
4.9,7.6,2.8,76,2.5,2.3,71,1991-01-08,Chamoli
5.0,9.1,-0.1,64,0.1,0.0,71,1991-01-09,Chamoli
2.2,10.2,-7.5,56,0.3,0.3,51,1991-01-10,Chamoli
2.2,9.9,-6.3,62,2.1,2.1,53,1991-01-11,Chamoli
2.0,7.6,-6.0,70,4.2,4.1,71,1991-01-12,Chamoli
1.1,7.4,-6.6,65,1.6,1.6,53,1991-01-13,Chamoli
1.3,6.1,-1.7,57,3.8,2.4,73,1991-01-14,Chamoli
2.6,7.7,-1.7,39,0.0,0.0,2,1991-01-15,Chamoli
4.6,8.2,1.8,44,0.0,0.0,3,1991-01-16,Chamoli
4.5,9.1,0.1,51,0.0,0.0,1,1991-01-17,Chamoli
4.5,9.7,-0.3,47,0.0,0.0,3,1991-01-18,Chamoli
5.4,9.2,1.0,49,0.0,0.0,1,1991-01-19,Chamoli
6.6,11.4,1.1,49,0.0,0.0,1,1991-01-20,Chamoli
5.6,8.7,1.3,68,2.0,0.2,71,1991-01-21,Chamoli
6.7,9.3,4.6,68,0.8,0.0,71,1991-01-22,Chamoli
6.8,9.5,3.8,68,1.3,0.3,71,1991-01-23,Chamoli
7.7,11.5,4.7,62,0.1,0.0,71,1991-01-24,Chamoli
9.6,14.4,4.7,48,0.3,0.3,51,1991-01-25,Chamoli
10.7,16.5,3.2,56,0.0,0.0,3,1991-01-26,Chamoli
11.6,19.0,4.6,47,0.0,0.0,3,1991-01-27,Chamoli
11.2,19.1,3.9,48,0.0,0.0,2,1991-01-28,Chamoli
8.7,14.2,2.1,59,0.2,0.2,51,1991-01-29,Chamoli
8.6,15.3,1.1,52,0.2,0.2,51,1991-01-30,Chamoli
8.2,14.1,3.4,49,0.4,0.4,51,1991-01-31,Chamoli
6.6,11.7,-0.0,55,0.0,0.0,1,1991-02-01,Chamoli
6.6,11.4,0.4,55,0.0,0.0,3,1991-02-02,Chamoli
5.0,7.8,3.5,76,6.6,5.9,73,1991-02-03,Chamoli
5.8,8.7,2.6,74,1.1,0.0,71,1991-02-04,Chamoli
8.1,12.7,4.0,63,2.4,2.1,71,1991-02-05,Chamoli
8.4,12.3,3.6,67,1.2,1.1,71,1991-02-06,Chamoli
8.2,11.9,5.3,67,2.1,1.4,71,1991-02-07,Chamoli
8.5,14.5,2.6,55,0.0,0.0,3,1991-02-08,Chamoli
9.8,16.2,5.4,53,0.0,0.0,3,1991-02-09,Chamoli
9.0,15.6,5.7,68,3.2,2.6,71,1991-02-10,Chamoli
6.4,8.0,5.2,83,15.4,13.3,73,1991-02-11,Chamoli
6.5,10.8,3.1,68,2.7,2.7,55,1991-02-12,Chamoli
