temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
8.3,14.1,4.5,74,1.3,1.3,53,2017-01-01,Almora
8.3,13.0,3.2,69,1.5,1.5,55,2017-01-02,Almora
9.3,15.2,2.5,65,0.0,0.0,2,2017-01-03,Almora
10.0,15.5,4.9,66,2.4,2.4,53,2017-01-04,Almora
8.5,14.9,3.4,76,0.0,0.0,3,2017-01-05,Almora
8.3,14.7,3.1,72,0.1,0.1,51,2017-01-06,Almora
5.9,8.5,2.4,85,15.3,15.3,63,2017-01-07,Almora
5.3,10.6,1.0,77,0.5,0.5,51,2017-01-08,Almora
5.5,11.8,-0.2,70,0.0,0.0,1,2017-01-09,Almora
5.1,10.5,0.0,67,0.2,0.2,51,2017-01-10,Almora
4.3,9.7,0.3,69,0.0,0.0,2,2017-01-11,Almora
4.0,10.4,-1.8,72,0.1,0.1,51,2017-01-12,Almora
4.5,11.3,-1.1,78,0.0,0.0,3,2017-01-13,Almora
6.2,13.3,-1.1,66,0.0,0.0,3,2017-01-14,Almora
7.5,11.8,3.8,65,0.3,0.3,51,2017-01-15,Almora
6.6,10.8,2.1,71,3.2,3.2,55,2017-01-16,Almora
6.6,13.6,0.7,74,1.6,1.6,61,2017-01-17,Almora
7.1,14.3,0.3,67,0.1,0.1,51,2017-01-18,Almora
9.3,15.1,2.7,56,0.0,0.0,3,2017-01-19,Almora
9.9,16.9,3.5,53,0.0,0.0,3,2017-01-20,Almora
11.3,18.9,4.5,40,0.0,0.0,3,2017-01-21,Almora
11.5,15.9,6.5,46,0.0,0.0,3,2017-01-22,Almora
11.4,18.6,5.5,55,0.0,0.0,3,2017-01-23,Almora
12.7,20.7,4.9,45,0.0,0.0,3,2017-01-24,Almora
13.5,19.5,8.5,50,0.0,0.0,3,2017-01-25,Almora
12.0,18.4,7.7,71,0.0,0.0,3,2017-01-26,Almora
6.8,9.8,2.2,87,20.8,20.8,63,2017-01-27,Almora
7.6,14.7,1.4,78,0.0,0.0,3,2017-01-28,Almora
11.0,18.9,4.3,64,0.0,0.0,3,2017-01-29,Almora
10.7,18.3,4.9,68,0.0,0.0,3,2017-01-30,Almora
8.9,15.4,3.8,82,1.1,1.1,51,2017-01-31,Almora
8.8,15.6,2.9,81,0.0,0.0,3,2017-02-01,Almora
9.2,16.3,3.4,81,0.0,0.0,3,2017-02-02,Almora
11.2,19.3,4.7,73,0.0,0.0,3,2017-02-03,Almora
12.6,20.0,4.7,62,0.0,0.0,3,2017-02-04,Almora
10.2,15.0,6.7,75,5.2,5.2,55,2017-02-05,Almora
9.7,15.2,4.8,72,2.4,2.4,55,2017-02-06,Almora
11.2,17.6,5.8,53,0.0,0.0,3,2017-02-07,Almora
12.7,19.9,7.0,51,0.0,0.0,3,2017-02-08,Almora
8.4,15.8,3.9,55,0.0,0.0,3,2017-02-09,Almora
8.6,15.8,2.8,55,0.0,0.0,0,2017-02-10,Almora
10.0,18.0,2.0,64,0.0,0.0,0,2017-02-11,Almora
10.1,17.6,3.9,77,0.0,0.0,3,2017-02-12,Almora
10.7,18.0,3.8,70,0.0,0.0,3,2017-02-13,Almora
12.8,20.6,6.1,60,0.0,0.0,3,2017-02-14,Almora
12.4,19.8,6.3,69,0.0,0.0,3,2017-02-15,Almora
12.4,19.5,7.0,82,0.0,0.0,3,2017-02-16,Almora
13.6,20.5,8.1,83,0.0,0.0,3,2017-02-17,Almora
14.8,20.6,10.9,83,0.0,0.0,3,2017-02-18,Almora
14.6,20.1,10.9,84,0.0,0.0,3,2017-02-19,Almora
13.6,19.2,8.9,69,1.1,1.1,53,2017-02-20,Almora
10.4,14.7,7.1,75,1.8,1.8,53,2017-02-21,Almora
10.1,16.4,3.5,69,0.9,0.9,53,2017-02-22,Almora
11.3,18.0,6.3,56,0.0,0.0,0,2017-02-23,Almora
11.9,18.5,6.6,53,0.0,0.0,0,2017-02-24,Almora
12.9,20.6,5.9,53,0.0,0.0,0,2017-02-25,Almora
11.9,18.2,4.6,54,0.0,0.0,0,2017-02-26,Almora
12.7,19.9,6.7,55,0.0,0.0,1,2017-02-27,Almora
14.4,20.6,8.7,50,0.0,0.0,3,2017-02-28,Almora
13.0,16.7,10.0,57,2.8,2.8,53,2017-03-01,Almora
12.1,18.1,5.3,52,0.5,0.5,53,2017-03-02,Almora
11.7,18.1,4.7,47,0.0,0.0,3,2017-03-03,Almora
12.1,19.0,4.5,45,0.0,0.0,3,2017-03-04,Almora
12.2,18.3,6.0,47,0.0,0.0,2,2017-03-05,Almora
12.6,19.5,7.5,41,0.0,0.0,3,2017-03-06,Almora
13.6,20.2,6.6,37,0.0,0.0,3,2017-03-07,Almora
9.1,12.2,6.4,66,7.8,7.8,63,2017-03-08,Almora
8.9,15.3,4.6,79,8.9,8.9,61,2017-03-09,Almora
7.6,12.3,2.5,85,7.0,7.0,61,2017-03-10,Almora
6.9,11.6,3.2,83,6.0,6.0,55,2017-03-11,Almora
6.1,12.6,-0.1,69,0.0,0.0,3,2017-03-12,Almora
9.2,16.1,3.2,56,0.0,0.0,0,2017-03-13,Almora
9.3,15.6,1.7,65,0.0,0.0,3,2017-03-14,Almora
12.2,18.3,5.4,50,0.0,0.0,1,2017-03-15,Almora
12.1,18.9,6.0,57,0.7,0.7,51,2017-03-16,Almora
10.8,17.0,4.6,66,0.3,0.3,51,2017-03-17,Almora
11.7,17.9,4.0,59,0.1,0.1,51,2017-03-18,Almora
12.7,17.7,6.2,54,0.3,0.3,51,2017-03-19,Almora
13.0,19.5,5.5,59,0.0,0.0,3,2017-03-20,Almora
15.6,22.0,7.3,55,0.0,0.0,3,2017-03-21,Almora
17.0,23.4,9.7,58,0.0,0.0,0,2017-03-22,Almora
18.4,25.5,10.1,50,0.0,0.0,3,2017-03-23,Almora
18.7,24.2,13.6,35,0.0,0.0,3,2017-03-24,Almora
18.3,25.7,9.4,43,0.0,0.0,3,2017-03-25,Almora
18.5,25.7,11.0,57,0.0,0.0,0,2017-03-26,Almora
18.9,26.2,11.3,64,0.0,0.0,2,2017-03-27,Almora
19.6,27.1,12.9,66,0.0,0.0,2,2017-03-28,Almora
21.0,27.7,13.4,50,0.0,0.0,3,2017-03-29,Almora
21.4,28.4,14.2,39,0.0,0.0,3,2017-03-30,Almora
22.2,29.7,15.2,39,0.0,0.0,3,2017-03-31,Almora
21.6,28.1,14.3,33,0.0,0.0,3,2017-04-01,Almora
20.6,27.4,12.7,29,0.0,0.0,3,2017-04-02,Almora
20.7,26.8,13.4,31,0.0,0.0,2,2017-04-03,Almora
20.1,26.8,13.2,37,0.2,0.2,51,2017-04-04,Almora
16.2,21.9,12.0,68,6.0,6.0,61,2017-04-05,Almora
15.0,20.9,10.6,75,9.7,9.7,61,2017-04-06,Almora
14.2,18.9,9.9,77,11.3,11.3,61,2017-04-07,Almora
16.4,21.8,10.2,50,0.0,0.0,3,2017-04-08,Almora
16.5,22.7,9.8,41,0.0,0.0,0,2017-04-09,Almora
16.2,21.9,9.8,43,0.0,0.0,1,2017-04-10,Almora
18.5,25.5,10.6,40,0.0,0.0,1,2017-04-11,Almora
18.9,26.1,11.1,47,0.0,0.0,3,2017-04-12,Almora
20.2,26.4,12.6,48,0.0,0.0,3,2017-04-13,Almora
19.3,23.9,13.0,51,0.6,0.6,51,2017-04-14,Almora
19.9,25.9,12.2,51,0.0,0.0,2,2017-04-15,Almora
21.3,29.1,12.6,55,0.0,0.0,3,2017-04-16,Almora
21.5,26.9,16.0,64,0.0,0.0,2,2017-04-17,Almora
21.6,27.3,14.6,66,0.0,0.0,3,2017-04-18,Almora
20.1,24.9,16.1,74,2.2,2.2,53,2017-04-19,Almora
20.6,26.8,14.1,67,1.9,1.9,61,2017-04-20,Almora
20.7,27.1,13.9,70,0.1,0.1,51,2017-04-21,Almora
20.8,27.8,14.9,72,0.7,0.7,53,2017-04-22,Almora
21.1,27.0,16.2,55,0.2,0.2,51,2017-04-23,Almora
21.1,26.4,15.9,41,0.5,0.5,51,2017-04-24,Almora
20.5,26.3,14.8,38,0.0,0.0,3,2017-04-25,Almora
20.3,25.7,14.5,30,0.0,0.0,3,2017-04-26,Almora
20.1,25.1,12.9,33,0.3,0.3,51,2017-04-27,Almora
20.2,26.4,13.4,37,0.0,0.0,3,2017-04-28,Almora
21.9,27.5,15.6,34,0.0,0.0,3,2017-04-29,Almora
18.4,25.1,12.7,53,3.6,3.6,63,2017-04-30,Almora
17.9,23.9,10.6,52,1.1,1.1,53,2017-05-01,Almora
20.7,25.9,14.9,36,0.0,0.0,3,2017-05-02,Almora
20.5,26.7,15.7,43,0.6,0.6,51,2017-05-03,Almora
18.7,23.0,13.3,53,1.2,1.2,51,2017-05-04,Almora
21.3,26.6,15.5,40,0.0,0.0,3,2017-05-05,Almora
21.8,29.0,13.7,42,0.0,0.0,3,2017-05-06,Almora
23.0,30.2,14.5,40,0.0,0.0,3,2017-05-07,Almora
21.9,29.0,15.3,52,0.0,0.0,3,2017-05-08,Almora
21.2,27.1,15.4,60,0.6,0.6,51,2017-05-09,Almora
