temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
12.0,16.7,6.6,62,0.0,0.0,3,1986-01-01,Tehri Garhwal
10.1,18.5,2.8,67,0.0,0.0,3,1986-01-02,Tehri Garhwal
10.4,18.7,2.9,62,0.0,0.0,3,1986-01-03,Tehri Garhwal
9.9,18.9,1.4,65,0.0,0.0,0,1986-01-04,Tehri Garhwal
10.0,20.2,0.7,63,0.0,0.0,0,1986-01-05,Tehri Garhwal
10.8,19.5,3.0,66,0.0,0.0,1,1986-01-06,Tehri Garhwal
11.4,19.0,4.5,67,0.0,0.0,2,1986-01-07,Tehri Garhwal
11.3,19.6,3.3,72,0.0,0.0,0,1986-01-08,Tehri Garhwal
11.6,19.6,3.9,70,0.0,0.0,1,1986-01-09,Tehri Garhwal
11.2,18.7,3.5,69,0.0,0.0,3,1986-01-10,Tehri Garhwal
10.7,17.1,4.4,70,0.4,0.4,51,1986-01-11,Tehri Garhwal
10.2,15.9,4.3,69,2.5,2.5,53,1986-01-12,Tehri Garhwal
10.4,17.7,3.4,57,0.0,0.0,3,1986-01-13,Tehri Garhwal
11.3,19.5,3.7,58,0.0,0.0,3,1986-01-14,Tehri Garhwal
11.0,17.1,5.1,65,0.0,0.0,1,1986-01-15,Tehri Garhwal
10.1,16.4,3.4,65,0.0,0.0,3,1986-01-16,Tehri Garhwal
10.6,16.8,4.5,62,0.0,0.0,1,1986-01-17,Tehri Garhwal
10.0,16.4,3.5,64,0.1,0.1,51,1986-01-18,Tehri Garhwal
10.6,17.2,3.8,60,0.0,0.0,3,1986-01-19,Tehri Garhwal
11.3,16.7,5.6,63,0.0,0.0,3,1986-01-20,Tehri Garhwal
11.9,18.7,4.4,63,0.0,0.0,2,1986-01-21,Tehri Garhwal
12.2,19.1,4.6,64,0.0,0.0,0,1986-01-22,Tehri Garhwal
12.4,19.1,5.6,65,0.0,0.0,0,1986-01-23,Tehri Garhwal
12.5,20.9,3.2,62,0.0,0.0,1,1986-01-24,Tehri Garhwal
12.8,18.5,7.9,58,0.0,0.0,3,1986-01-25,Tehri Garhwal
11.5,16.4,7.0,68,1.0,1.0,51,1986-01-26,Tehri Garhwal
11.0,17.0,2.9,63,0.0,0.0,3,1986-01-27,Tehri Garhwal
12.9,18.1,8.0,59,0.0,0.0,3,1986-01-28,Tehri Garhwal
12.2,17.1,7.3,67,1.4,1.4,53,1986-01-29,Tehri Garhwal
11.2,16.8,5.6,75,0.8,0.8,51,1986-01-30,Tehri Garhwal
11.9,18.3,4.5,62,0.0,0.0,0,1986-01-31,Tehri Garhwal
12.2,19.7,3.6,63,0.0,0.0,3,1986-02-01,Tehri Garhwal
12.7,20.0,5.1,64,0.0,0.0,2,1986-02-02,Tehri Garhwal
12.9,20.4,5.2,65,0.0,0.0,3,1986-02-03,Tehri Garhwal
14.1,20.2,7.6,65,0.0,0.0,3,1986-02-04,Tehri Garhwal
12.9,18.9,7.9,60,0.1,0.1,51,1986-02-05,Tehri Garhwal
12.3,20.0,4.3,61,0.0,0.0,3,1986-02-06,Tehri Garhwal
13.1,20.0,5.6,61,0.0,0.0,3,1986-02-07,Tehri Garhwal
13.5,20.5,5.6,63,0.0,0.0,3,1986-02-08,Tehri Garhwal
12.8,17.7,7.9,71,3.6,3.6,53,1986-02-09,Tehri Garhwal
10.8,12.6,9.3,85,23.9,23.9,63,1986-02-10,Tehri Garhwal
11.6,16.7,4.7,77,0.9,0.9,51,1986-02-11,Tehri Garhwal
11.4,17.7,6.5,78,2.5,2.5,51,1986-02-12,Tehri Garhwal
12.1,17.7,6.5,75,0.9,0.9,51,1986-02-13,Tehri Garhwal
10.3,12.9,7.3,81,5.0,5.0,53,1986-02-14,Tehri Garhwal
9.9,16.9,2.7,74,0.4,0.4,51,1986-02-15,Tehri Garhwal
10.8,18.1,2.5,65,0.0,0.0,1,1986-02-16,Tehri Garhwal
12.0,19.3,4.1,63,0.0,0.0,2,1986-02-17,Tehri Garhwal
12.4,18.8,6.5,60,0.8,0.8,53,1986-02-18,Tehri Garhwal
12.9,20.6,4.8,57,0.0,0.0,3,1986-02-19,Tehri Garhwal
14.9,22.0,8.1,61,0.0,0.0,3,1986-02-20,Tehri Garhwal
13.4,15.9,10.8,79,10.8,10.8,55,1986-02-21,Tehri Garhwal
12.9,18.1,8.4,77,6.9,6.9,61,1986-02-22,Tehri Garhwal
13.2,19.8,5.6,67,0.0,0.0,1,1986-02-23,Tehri Garhwal
13.7,20.9,5.0,56,0.0,0.0,3,1986-02-24,Tehri Garhwal
14.0,20.7,7.1,59,0.0,0.0,3,1986-02-25,Tehri Garhwal
13.8,20.1,6.1,60,0.0,0.0,3,1986-02-26,Tehri Garhwal
14.1,21.1,5.8,62,0.0,0.0,2,1986-02-27,Tehri Garhwal
14.8,21.5,6.9,57,0.5,0.5,53,1986-02-28,Tehri Garhwal
14.5,21.2,6.6,55,0.2,0.2,51,1986-03-01,Tehri Garhwal
14.9,21.8,6.6,54,0.0,0.0,0,1986-03-02,Tehri Garhwal
16.1,22.7,8.4,52,0.0,0.0,3,1986-03-03,Tehri Garhwal
16.4,21.6,10.0,59,0.0,0.0,3,1986-03-04,Tehri Garhwal
15.5,22.0,7.1,64,0.0,0.0,0,1986-03-05,Tehri Garhwal
16.7,22.6,8.9,55,0.0,0.0,3,1986-03-06,Tehri Garhwal
16.6,23.3,7.0,56,0.0,0.0,3,1986-03-07,Tehri Garhwal
17.3,23.8,9.5,53,0.0,0.0,3,1986-03-08,Tehri Garhwal
18.1,24.9,10.1,57,0.0,0.0,3,1986-03-09,Tehri Garhwal
19.4,27.1,9.7,53,0.3,0.3,51,1986-03-10,Tehri Garhwal
17.1,21.7,13.5,72,4.6,4.6,53,1986-03-11,Tehri Garhwal
17.0,24.8,11.1,66,2.9,2.9,61,1986-03-12,Tehri Garhwal
17.6,24.3,12.0,57,0.5,0.5,51,1986-03-13,Tehri Garhwal
15.1,20.5,11.3,76,9.5,9.5,61,1986-03-14,Tehri Garhwal
14.3,19.7,10.2,69,15.2,15.2,63,1986-03-15,Tehri Garhwal
14.8,19.6,8.9,56,0.0,0.0,2,1986-03-16,Tehri Garhwal
14.6,20.8,9.6,64,6.7,6.7,61,1986-03-17,Tehri Garhwal
13.0,16.4,10.4,83,9.7,9.7,55,1986-03-18,Tehri Garhwal
13.6,18.9,9.6,76,3.7,3.7,55,1986-03-19,Tehri Garhwal
15.4,21.5,7.4,56,0.0,0.0,1,1986-03-20,Tehri Garhwal
15.4,20.3,9.2,55,0.3,0.3,51,1986-03-21,Tehri Garhwal
13.9,17.7,10.2,71,3.0,3.0,51,1986-03-22,Tehri Garhwal
14.0,20.4,7.8,73,1.0,1.0,51,1986-03-23,Tehri Garhwal
15.3,21.4,8.1,60,0.0,0.0,1,1986-03-24,Tehri Garhwal
16.2,22.6,7.7,54,0.2,0.2,51,1986-03-25,Tehri Garhwal
18.2,24.4,10.9,54,0.0,0.0,3,1986-03-26,Tehri Garhwal
20.1,27.8,11.9,54,0.1,0.1,51,1986-03-27,Tehri Garhwal
19.4,26.5,11.0,61,0.0,0.0,3,1986-03-28,Tehri Garhwal
18.3,25.6,10.7,65,1.5,1.5,53,1986-03-29,Tehri Garhwal
19.9,26.6,13.4,47,1.9,1.9,55,1986-03-30,Tehri Garhwal
16.8,22.8,11.9,64,1.7,1.7,61,1986-03-31,Tehri Garhwal
16.6,23.8,10.8,67,1.9,1.9,61,1986-04-01,Tehri Garhwal
16.2,23.4,11.1,66,2.7,2.7,61,1986-04-02,Tehri Garhwal
15.8,21.7,9.8,70,2.9,2.9,53,1986-04-03,Tehri Garhwal
16.2,20.9,10.1,62,0.0,0.0,2,1986-04-04,Tehri Garhwal
17.8,23.5,8.9,58,0.0,0.0,2,1986-04-05,Tehri Garhwal
18.9,23.9,12.3,60,0.4,0.4,51,1986-04-06,Tehri Garhwal
20.7,26.3,14.3,55,0.0,0.0,3,1986-04-07,Tehri Garhwal
21.4,27.4,13.1,51,0.0,0.0,3,1986-04-08,Tehri Garhwal
21.9,28.8,11.9,53,0.1,0.1,51,1986-04-09,Tehri Garhwal
22.2,28.7,15.3,61,1.4,1.4,53,1986-04-10,Tehri Garhwal
21.3,26.7,15.7,63,0.9,0.9,53,1986-04-11,Tehri Garhwal
22.5,29.0,14.6,54,0.0,0.0,3,1986-04-12,Tehri Garhwal
23.0,30.1,13.9,49,0.4,0.4,51,1986-04-13,Tehri Garhwal
22.5,29.6,14.4,50,0.4,0.4,51,1986-04-14,Tehri Garhwal
23.2,30.2,14.0,46,0.0,0.0,3,1986-04-15,Tehri Garhwal
22.4,29.0,15.9,50,0.5,0.5,51,1986-04-16,Tehri Garhwal
20.4,27.6,12.9,56,0.2,0.2,51,1986-04-17,Tehri Garhwal
21.8,29.2,11.5,47,0.0,0.0,2,1986-04-18,Tehri Garhwal
23.7,31.1,13.6,42,0.0,0.0,1,1986-04-19,Tehri Garhwal
24.2,32.1,13.9,43,0.0,0.0,3,1986-04-20,Tehri Garhwal
25.4,33.6,14.0,40,0.0,0.0,2,1986-04-21,Tehri Garhwal
25.6,32.5,15.7,41,0.0,0.0,2,1986-04-22,Tehri Garhwal
24.8,32.5,16.4,48,0.3,0.3,51,1986-04-23,Tehri Garhwal
24.1,31.6,16.5,52,0.1,0.1,51,1986-04-24,Tehri Garhwal
20.0,23.8,16.6,76,15.3,15.3,63,1986-04-25,Tehri Garhwal
20.2,25.7,15.5,69,2.2,2.2,51,1986-04-26,Tehri Garhwal
18.6,23.6,15.2,71,10.2,10.2,63,1986-04-27,Tehri Garhwal
19.8,25.9,10.1,62,0.0,0.0,2,1986-04-28,Tehri Garhwal
21.7,27.6,13.7,48,0.0,0.0,1,1986-04-29,Tehri Garhwal
23.3,29.9,13.6,45,0.0,0.0,1,1986-04-30,Tehri Garhwal
24.1,32.3,14.6,46,0.0,0.0,3,1986-05-01,Tehri Garhwal
25.1,31.4,15.9,41,0.0,0.0,3,1986-05-02,Tehri Garhwal
23.5,29.8,15.6,44,0.1,0.1,51,1986-05-03,Tehri Garhwal
23.9,30.0,15.6,44,0.0,0.0,2,1986-05-04,Tehri Garhwal
24.6,32.1,14.3,44,0.0,0.0,3,1986-05-05,Tehri Garhwal
26.4,34.5,14.7,43,0.0,0.0,0,1986-05-06,Tehri Garhwal
26.8,33.0,18.7,49,0.0,0.0,2,1986-05-07,Tehri Garhwal
23.3,28.4,19.9,74,4.3,4.3,61,1986-05-08,Tehri Garhwal
22.4,25.5,19.4,76,7.1,7.1,63,1986-05-09,Tehri Garhwal
22.3,28.5,17.2,70,2.7,2.7,61,1986-05-10,Tehri Garhwal
