temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
11.7,19.4,4.5,65,0.1,0.1,51,1996-01-01,Dehradun
11.5,19.6,4.8,63,0.0,0.0,1,1996-01-02,Dehradun
11.6,19.2,4.6,64,0.0,0.0,3,1996-01-03,Dehradun
10.7,17.7,4.1,71,0.0,0.0,3,1996-01-04,Dehradun
10.4,17.3,4.9,70,0.0,0.0,3,1996-01-05,Dehradun
10.3,17.6,3.0,71,0.0,0.0,1,1996-01-06,Dehradun
10.5,17.8,2.7,72,0.0,0.0,3,1996-01-07,Dehradun
11.5,18.6,5.3,69,0.0,0.0,3,1996-01-08,Dehradun
11.1,17.9,4.5,74,0.1,0.1,51,1996-01-09,Dehradun
11.0,17.8,5.5,75,0.7,0.7,51,1996-01-10,Dehradun
10.1,17.3,2.9,73,0.1,0.1,51,1996-01-11,Dehradun
9.9,17.0,1.5,66,0.0,0.0,3,1996-01-12,Dehradun
12.6,18.3,6.9,61,0.8,0.8,53,1996-01-13,Dehradun
11.4,15.6,8.9,77,8.0,8.0,61,1996-01-14,Dehradun
10.4,12.1,9.2,87,26.3,26.3,63,1996-01-15,Dehradun
9.5,12.4,5.9,89,23.8,23.8,61,1996-01-16,Dehradun
8.6,14.4,3.3,80,0.2,0.2,51,1996-01-17,Dehradun
8.1,14.7,0.8,75,0.0,0.0,3,1996-01-18,Dehradun
9.9,15.3,2.3,76,0.0,0.0,3,1996-01-19,Dehradun
9.3,16.1,2.4,77,0.0,0.0,1,1996-01-20,Dehradun
9.1,16.4,1.0,75,0.7,0.7,51,1996-01-21,Dehradun
10.2,14.7,6.8,82,4.7,4.7,51,1996-01-22,Dehradun
10.6,16.9,5.2,78,0.5,0.5,51,1996-01-23,Dehradun
8.7,15.9,0.7,75,0.0,0.0,3,1996-01-24,Dehradun
10.1,17.0,2.9,74,0.0,0.0,1,1996-01-25,Dehradun
9.6,17.0,1.8,75,0.0,0.0,0,1996-01-26,Dehradun
9.5,17.2,2.0,77,0.0,0.0,0,1996-01-27,Dehradun
9.5,17.1,1.5,76,0.0,0.0,1,1996-01-28,Dehradun
9.5,17.8,1.6,76,0.0,0.0,0,1996-01-29,Dehradun
9.5,17.8,1.3,73,0.0,0.0,1,1996-01-30,Dehradun
10.3,18.1,2.4,75,0.0,0.0,3,1996-01-31,Dehradun
10.9,17.2,4.5,78,0.0,0.0,3,1996-02-01,Dehradun
11.8,19.2,4.1,77,0.0,0.0,3,1996-02-02,Dehradun
11.6,20.1,3.5,68,0.0,0.0,3,1996-02-03,Dehradun
12.2,19.9,4.1,72,0.0,0.0,3,1996-02-04,Dehradun
12.1,19.8,4.0,72,0.0,0.0,1,1996-02-05,Dehradun
12.3,20.0,4.5,77,0.0,0.0,3,1996-02-06,Dehradun
13.6,20.1,6.2,78,0.8,0.8,53,1996-02-07,Dehradun
14.1,21.4,8.4,67,0.9,0.9,51,1996-02-08,Dehradun
11.6,14.1,9.3,81,16.0,16.0,61,1996-02-09,Dehradun
10.1,12.7,8.4,89,16.6,16.6,61,1996-02-10,Dehradun
11.5,17.7,4.3,79,0.0,0.0,3,1996-02-11,Dehradun
12.1,18.1,6.3,81,0.0,0.0,3,1996-02-12,Dehradun
12.5,18.7,4.7,81,0.0,0.0,3,1996-02-13,Dehradun
12.8,20.2,6.0,82,1.0,1.0,51,1996-02-14,Dehradun
12.7,18.3,7.1,73,9.0,9.0,63,1996-02-15,Dehradun
12.1,19.9,4.4,65,0.0,0.0,0,1996-02-16,Dehradun
12.7,21.1,3.2,66,0.0,0.0,3,1996-02-17,Dehradun
13.5,21.1,4.7,71,0.0,0.0,3,1996-02-18,Dehradun
13.5,19.9,6.0,72,0.3,0.3,51,1996-02-19,Dehradun
12.5,19.0,5.3,71,0.0,0.0,3,1996-02-20,Dehradun
13.5,20.8,7.2,68,0.3,0.3,51,1996-02-21,Dehradun
13.1,20.4,6.0,65,0.0,0.0,3,1996-02-22,Dehradun
13.6,19.6,8.1,71,2.2,2.2,51,1996-02-23,Dehradun
13.9,18.1,10.8,85,23.1,23.1,63,1996-02-24,Dehradun
13.7,19.5,9.6,84,12.2,12.2,61,1996-02-25,Dehradun
11.2,14.0,6.0,93,27.7,27.7,63,1996-02-26,Dehradun
11.9,19.2,3.7,77,0.0,0.0,3,1996-02-27,Dehradun
13.4,21.0,5.5,75,0.0,0.0,3,1996-02-28,Dehradun
14.7,23.9,6.6,63,0.0,0.0,3,1996-02-29,Dehradun
15.5,23.5,7.6,66,0.1,0.1,51,1996-03-01,Dehradun
15.5,23.3,8.8,66,0.5,0.5,51,1996-03-02,Dehradun
16.5,23.1,8.7,68,0.0,0.0,3,1996-03-03,Dehradun
16.2,22.1,9.5,75,0.2,0.2,51,1996-03-04,Dehradun
16.1,22.6,8.6,76,0.0,0.0,3,1996-03-05,Dehradun
16.8,23.3,9.9,76,0.2,0.2,51,1996-03-06,Dehradun
16.5,23.6,11.3,72,1.1,1.1,53,1996-03-07,Dehradun
16.7,23.5,8.9,63,0.0,0.0,3,1996-03-08,Dehradun
17.2,24.2,9.1,70,0.0,0.0,3,1996-03-09,Dehradun
18.3,25.0,10.2,72,0.0,0.0,2,1996-03-10,Dehradun
19.2,27.4,10.7,59,0.2,0.2,51,1996-03-11,Dehradun
19.5,27.3,11.6,57,0.0,0.0,3,1996-03-12,Dehradun
19.2,25.9,11.3,60,0.0,0.0,3,1996-03-13,Dehradun
19.2,26.3,10.8,62,0.0,0.0,3,1996-03-14,Dehradun
20.0,26.6,14.6,60,0.4,0.4,51,1996-03-15,Dehradun
19.5,23.9,15.0,56,0.3,0.3,51,1996-03-16,Dehradun
17.2,23.9,12.7,68,4.1,4.1,53,1996-03-17,Dehradun
16.7,21.9,13.0,73,4.8,4.8,53,1996-03-18,Dehradun
16.9,23.4,10.4,68,1.8,1.8,55,1996-03-19,Dehradun
17.1,25.0,8.9,59,0.1,0.1,51,1996-03-20,Dehradun
17.3,24.5,10.8,63,1.4,1.4,53,1996-03-21,Dehradun
16.2,20.5,11.6,77,7.5,7.5,61,1996-03-22,Dehradun
15.7,22.4,7.6,67,0.0,0.0,3,1996-03-23,Dehradun
16.6,23.8,7.5,63,0.0,0.0,3,1996-03-24,Dehradun
17.8,25.3,9.8,67,1.3,1.3,51,1996-03-25,Dehradun
18.6,25.9,8.6,65,0.0,0.0,0,1996-03-26,Dehradun
19.4,27.2,9.4,62,0.0,0.0,1,1996-03-27,Dehradun
20.8,28.0,13.5,63,0.8,0.8,51,1996-03-28,Dehradun
22.6,29.7,16.0,49,0.2,0.2,51,1996-03-29,Dehradun
19.6,26.5,13.7,53,0.8,0.8,51,1996-03-30,Dehradun
17.5,24.3,9.7,47,0.1,0.1,51,1996-03-31,Dehradun
17.0,24.4,7.0,47,0.0,0.0,0,1996-04-01,Dehradun
18.5,26.5,7.8,51,0.0,0.0,0,1996-04-02,Dehradun
19.9,28.4,9.4,47,0.0,0.0,0,1996-04-03,Dehradun
20.8,29.3,12.2,43,0.0,0.0,1,1996-04-04,Dehradun
22.4,31.1,13.2,39,0.0,0.0,3,1996-04-05,Dehradun
22.8,29.6,18.3,42,1.0,1.0,51,1996-04-06,Dehradun
22.6,29.4,17.5,47,0.4,0.4,51,1996-04-07,Dehradun
21.0,27.7,14.7,47,1.2,1.2,51,1996-04-08,Dehradun
20.8,28.7,11.6,46,0.0,0.0,2,1996-04-09,Dehradun
