temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
5.7,12.4,1.2,69,0.0,0.0,3,1987-01-01,Nainital
4.8,11.1,-0.3,71,0.0,0.0,0,1987-01-02,Nainital
5.3,12.0,-0.6,71,0.0,0.0,3,1987-01-03,Nainital
5.9,12.0,1.2,68,0.0,0.0,3,1987-01-04,Nainital
7.0,13.6,1.3,64,0.0,0.0,2,1987-01-05,Nainital
6.8,13.6,1.6,61,0.0,0.0,1,1987-01-06,Nainital
6.5,13.1,1.2,65,0.9,0.9,53,1987-01-07,Nainital
6.4,13.7,0.4,61,0.0,0.0,2,1987-01-08,Nainital
6.6,12.9,1.1,55,0.0,0.0,3,1987-01-09,Nainital
7.0,12.8,2.6,57,0.0,0.0,3,1987-01-10,Nainital
6.0,11.3,1.9,70,2.0,2.0,53,1987-01-11,Nainital
6.0,8.8,3.7,88,1.2,1.2,53,1987-01-12,Nainital
6.4,10.8,3.3,82,1.8,1.8,51,1987-01-13,Nainital
6.3,11.6,2.1,78,0.8,0.8,51,1987-01-14,Nainital
6.6,13.4,1.0,72,0.0,0.0,0,1987-01-15,Nainital
6.8,14.2,1.7,72,3.2,3.2,53,1987-01-16,Nainital
7.0,10.2,5.1,88,9.0,9.0,53,1987-01-17,Nainital
7.5,13.3,2.3,84,0.8,0.8,53,1987-01-18,Nainital
7.2,11.5,4.1,85,0.0,0.0,3,1987-01-19,Nainital
7.4,13.9,2.1,81,0.0,0.0,3,1987-01-20,Nainital
7.0,13.1,2.1,79,0.0,0.0,1,1987-01-21,Nainital
6.4,12.5,1.6,81,0.0,0.0,3,1987-01-22,Nainital
6.8,13.2,1.6,75,0.0,0.0,3,1987-01-23,Nainital
7.5,14.8,1.3,72,0.0,0.0,1,1987-01-24,Nainital
7.5,14.5,1.8,71,0.0,0.0,0,1987-01-25,Nainital
7.6,14.3,2.1,77,0.0,0.0,0,1987-01-26,Nainital
8.5,14.2,4.1,76,0.0,0.0,1,1987-01-27,Nainital
8.9,14.6,4.5,79,0.0,0.0,1,1987-01-28,Nainital
8.6,14.2,3.6,81,0.0,0.0,3,1987-01-29,Nainital
8.5,13.3,4.3,82,0.0,0.0,2,1987-01-30,Nainital
8.3,13.9,3.5,78,0.3,0.3,51,1987-01-31,Nainital
7.3,12.9,3.4,77,0.8,0.8,51,1987-02-01,Nainital
6.6,13.2,1.6,71,1.4,1.4,55,1987-02-02,Nainital
5.7,12.1,1.4,72,1.0,1.0,53,1987-02-03,Nainital
6.0,12.9,-0.3,64,0.0,0.0,0,1987-02-04,Nainital
8.1,15.8,1.4,64,0.0,0.0,0,1987-02-05,Nainital
8.6,15.4,2.7,72,0.0,0.0,2,1987-02-06,Nainital
9.0,15.3,3.5,72,0.0,0.0,2,1987-02-07,Nainital
8.6,14.4,3.7,69,0.6,0.6,53,1987-02-08,Nainital
7.8,13.5,2.3,64,0.1,0.1,51,1987-02-09,Nainital
8.3,15.1,2.0,62,0.0,0.0,2,1987-02-10,Nainital
9.2,15.9,3.3,66,0.0,0.0,3,1987-02-11,Nainital
10.3,17.3,3.9,71,0.0,0.0,3,1987-02-12,Nainital
10.6,16.3,5.4,72,0.0,0.0,3,1987-02-13,Nainital
11.1,17.1,6.7,66,1.7,1.7,53,1987-02-14,Nainital
8.4,13.7,5.1,75,15.9,15.9,61,1987-02-15,Nainital
7.8,14.0,4.8,81,13.7,13.7,61,1987-02-16,Nainital
6.7,11.3,3.5,81,8.7,8.7,61,1987-02-17,Nainital
7.0,12.4,1.8,66,0.6,0.6,53,1987-02-18,Nainital
