temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
9.1,13.6,6.3,66,3.2,3.2,61,2017-01-01,Pithoragarh
9.0,12.4,4.3,62,1.1,1.1,53,2017-01-02,Pithoragarh
10.6,14.7,4.7,51,0.0,0.0,3,2017-01-03,Pithoragarh
10.1,14.7,6.6,61,3.4,3.4,61,2017-01-04,Pithoragarh
9.2,13.9,5.3,71,0.0,0.0,1,2017-01-05,Pithoragarh
9.0,14.4,5.2,72,0.3,0.3,51,2017-01-06,Pithoragarh
6.9,9.8,4.0,81,12.1,12.1,61,2017-01-07,Pithoragarh
6.7,10.4,1.2,69,3.1,3.1,55,2017-01-08,Pithoragarh
8.3,11.7,3.3,52,1.1,1.1,53,2017-01-09,Pithoragarh
7.0,10.4,3.6,57,3.0,3.0,61,2017-01-10,Pithoragarh
5.0,8.4,1.3,70,0.3,0.3,51,2017-01-11,Pithoragarh
4.9,9.1,-1.0,74,0.4,0.4,51,2017-01-12,Pithoragarh
5.9,10.9,0.2,66,0.0,0.0,0,2017-01-13,Pithoragarh
7.3,12.6,-0.3,58,0.0,0.0,3,2017-01-14,Pithoragarh
8.3,11.4,5.0,53,0.3,0.3,51,2017-01-15,Pithoragarh
8.1,11.2,4.6,59,2.0,2.0,53,2017-01-16,Pithoragarh
8.5,12.9,4.4,64,0.4,0.4,51,2017-01-17,Pithoragarh
10.2,14.0,5.9,49,0.0,0.0,3,2017-01-18,Pithoragarh
11.5,15.0,7.2,39,0.0,0.0,3,2017-01-19,Pithoragarh
11.5,16.3,6.3,37,0.0,0.0,3,2017-01-20,Pithoragarh
12.8,17.3,8.4,33,0.0,0.0,3,2017-01-21,Pithoragarh
13.3,16.5,9.5,39,0.0,0.0,3,2017-01-22,Pithoragarh
12.9,17.9,7.4,44,0.0,0.0,3,2017-01-23,Pithoragarh
13.8,19.5,8.1,41,0.0,0.0,3,2017-01-24,Pithoragarh
14.5,18.7,11.1,47,0.0,0.0,3,2017-01-25,Pithoragarh
14.0,17.9,11.3,63,0.0,0.0,3,2017-01-26,Pithoragarh
7.1,10.1,3.5,88,13.7,13.7,63,2017-01-27,Pithoragarh
8.3,14.3,2.0,72,0.0,0.0,3,2017-01-28,Pithoragarh
11.3,17.9,6.6,64,0.0,0.0,3,2017-01-29,Pithoragarh
11.7,18.0,5.4,76,0.0,0.0,3,2017-01-30,Pithoragarh
10.4,14.6,6.5,75,1.9,1.9,53,2017-01-31,Pithoragarh
9.7,15.1,6.3,81,0.0,0.0,3,2017-02-01,Pithoragarh
10.9,16.6,6.2,72,0.0,0.0,3,2017-02-02,Pithoragarh
11.8,19.2,6.4,73,0.0,0.0,3,2017-02-03,Pithoragarh
13.4,18.7,8.2,62,0.0,0.0,3,2017-02-04,Pithoragarh
12.5,16.4,9.0,72,3.9,3.9,55,2017-02-05,Pithoragarh
11.2,14.5,7.5,64,0.9,0.9,51,2017-02-06,Pithoragarh
13.1,17.9,7.1,41,0.0,0.0,3,2017-02-07,Pithoragarh
14.3,19.7,10.6,41,0.0,0.0,3,2017-02-08,Pithoragarh
11.0,15.5,7.4,53,0.0,0.0,3,2017-02-09,Pithoragarh
10.3,15.4,5.0,53,0.0,0.0,0,2017-02-10,Pithoragarh
11.5,16.9,7.0,57,0.0,0.0,0,2017-02-11,Pithoragarh
11.8,16.8,7.2,68,0.0,0.0,0,2017-02-12,Pithoragarh
12.3,18.0,7.0,60,0.0,0.0,0,2017-02-13,Pithoragarh
13.4,19.9,7.9,51,0.0,0.0,3,2017-02-14,Pithoragarh
12.8,18.7,9.5,66,0.0,0.0,3,2017-02-15,Pithoragarh
13.3,20.0,9.2,80,0.0,0.0,3,2017-02-16,Pithoragarh
13.9,20.8,9.6,79,0.2,0.2,51,2017-02-17,Pithoragarh
14.5,21.4,9.8,79,0.0,0.0,3,2017-02-18,Pithoragarh
14.9,20.4,11.1,78,1.2,1.2,55,2017-02-19,Pithoragarh
13.8,18.9,9.8,63,3.5,3.5,61,2017-02-20,Pithoragarh
11.2,14.8,7.0,66,3.3,3.3,53,2017-02-21,Pithoragarh
12.0,16.8,7.4,57,2.1,2.1,55,2017-02-22,Pithoragarh
12.8,18.4,7.0,47,0.0,0.0,0,2017-02-23,Pithoragarh
12.8,19.5,6.4,50,0.0,0.0,0,2017-02-24,Pithoragarh
13.3,20.8,8.2,55,0.0,0.0,0,2017-02-25,Pithoragarh
13.3,18.8,8.4,57,0.0,0.0,2,2017-02-26,Pithoragarh
14.1,20.3,8.9,48,0.0,0.0,0,2017-02-27,Pithoragarh
15.7,22.1,9.5,44,0.0,0.0,3,2017-02-28,Pithoragarh
14.5,17.3,10.3,45,1.9,1.9,53,2017-03-01,Pithoragarh
14.1,18.7,9.3,38,0.9,0.9,53,2017-03-02,Pithoragarh
14.0,18.4,8.5,34,0.0,0.0,3,2017-03-03,Pithoragarh
14.1,18.7,10.4,29,0.0,0.0,3,2017-03-04,Pithoragarh
13.9,18.7,9.3,31,0.0,0.0,3,2017-03-05,Pithoragarh
13.9,19.6,8.9,35,0.0,0.0,3,2017-03-06,Pithoragarh
14.0,19.8,8.8,39,0.2,0.2,51,2017-03-07,Pithoragarh
10.5,13.2,7.5,56,2.9,2.9,53,2017-03-08,Pithoragarh
9.2,15.5,5.7,78,10.3,10.3,63,2017-03-09,Pithoragarh
8.0,13.1,3.6,83,26.0,26.0,63,2017-03-10,Pithoragarh
6.9,11.0,3.5,82,20.2,20.2,63,2017-03-11,Pithoragarh
6.9,12.4,1.4,67,0.5,0.5,53,2017-03-12,Pithoragarh
9.8,16.1,3.6,51,0.0,0.0,1,2017-03-13,Pithoragarh
10.8,15.8,5.0,56,0.0,0.0,3,2017-03-14,Pithoragarh
13.0,18.6,6.8,48,0.0,0.0,3,2017-03-15,Pithoragarh
12.8,18.3,9.3,57,2.3,2.3,55,2017-03-16,Pithoragarh
10.9,16.5,7.6,70,4.5,4.5,63,2017-03-17,Pithoragarh
12.5,17.9,6.9,57,0.1,0.1,51,2017-03-18,Pithoragarh
13.1,17.9,9.7,55,3.5,3.5,63,2017-03-19,Pithoragarh
14.7,19.3,9.6,49,0.0,0.0,2,2017-03-20,Pithoragarh
15.9,22.4,9.1,51,0.0,0.0,3,2017-03-21,Pithoragarh
17.2,24.3,10.7,63,0.0,0.0,0,2017-03-22,Pithoragarh
19.2,25.0,11.8,52,0.1,0.1,51,2017-03-23,Pithoragarh
19.2,24.5,11.8,40,0.1,0.1,51,2017-03-24,Pithoragarh
19.1,25.3,12.8,41,0.0,0.0,3,2017-03-25,Pithoragarh
19.9,25.8,15.2,49,0.0,0.0,2,2017-03-26,Pithoragarh
19.3,26.5,15.1,63,0.5,0.5,51,2017-03-27,Pithoragarh
20.2,27.7,14.9,70,0.0,0.0,2,2017-03-28,Pithoragarh
21.6,28.8,14.8,58,0.0,0.0,3,2017-03-29,Pithoragarh
22.5,29.3,15.6,47,0.0,0.0,3,2017-03-30,Pithoragarh
22.3,29.5,18.0,45,0.4,0.4,51,2017-03-31,Pithoragarh
22.2,28.4,17.2,40,0.2,0.2,51,2017-04-01,Pithoragarh
22.4,27.8,17.6,24,0.0,0.0,3,2017-04-02,Pithoragarh
21.7,26.7,15.8,25,0.8,0.8,51,2017-04-03,Pithoragarh
20.9,26.1,16.7,34,0.4,0.4,51,2017-04-04,Pithoragarh
17.5,21.7,14.4,56,3.2,3.2,55,2017-04-05,Pithoragarh
16.0,20.0,11.6,67,11.1,11.1,61,2017-04-06,Pithoragarh
14.2,18.6,11.3,76,15.7,15.7,63,2017-04-07,Pithoragarh
17.6,21.6,12.4,43,0.8,0.8,53,2017-04-08,Pithoragarh
17.9,22.6,11.3,35,0.0,0.0,0,2017-04-09,Pithoragarh
17.9,22.6,11.8,38,0.0,0.0,1,2017-04-10,Pithoragarh
19.6,25.9,13.0,39,0.0,0.0,1,2017-04-11,Pithoragarh
20.2,24.9,15.1,41,0.0,0.0,3,2017-04-12,Pithoragarh
20.6,26.8,14.9,45,0.0,0.0,2,2017-04-13,Pithoragarh
19.8,23.7,17.4,50,4.1,4.1,63,2017-04-14,Pithoragarh
20.7,26.1,14.8,49,0.0,0.0,2,2017-04-15,Pithoragarh
22.4,29.8,17.3,51,0.0,0.0,3,2017-04-16,Pithoragarh
22.0,28.5,17.6,64,0.0,0.0,2,2017-04-17,Pithoragarh
21.4,27.1,17.9,69,1.2,1.2,51,2017-04-18,Pithoragarh
18.8,24.3,14.5,80,7.7,7.7,63,2017-04-19,Pithoragarh
20.5,26.2,15.6,70,1.5,1.5,55,2017-04-20,Pithoragarh
21.2,27.4,15.9,67,8.6,8.6,63,2017-04-21,Pithoragarh
20.7,27.4,15.3,70,0.7,0.7,51,2017-04-22,Pithoragarh
20.6,25.8,17.4,69,0.1,0.1,51,2017-04-23,Pithoragarh
21.4,26.9,16.3,45,0.8,0.8,53,2017-04-24,Pithoragarh
21.3,25.6,15.9,35,0.8,0.8,53,2017-04-25,Pithoragarh
21.1,25.5,15.9,31,0.2,0.2,51,2017-04-26,Pithoragarh
21.0,25.7,15.1,29,0.0,0.0,2,2017-04-27,Pithoragarh
21.4,25.5,15.4,30,0.0,0.0,3,2017-04-28,Pithoragarh
22.1,26.2,16.7,31,0.0,0.0,3,2017-04-29,Pithoragarh
19.2,22.8,13.7,49,13.6,13.6,63,2017-04-30,Pithoragarh
17.9,22.8,12.0,53,4.6,4.6,63,2017-05-01,Pithoragarh
20.6,25.5,15.2,38,0.0,0.0,3,2017-05-02,Pithoragarh
20.3,25.8,16.6,48,5.4,5.4,61,2017-05-03,Pithoragarh
18.7,22.3,13.3,52,5.1,5.1,61,2017-05-04,Pithoragarh
20.9,25.7,16.5,44,0.1,0.1,51,2017-05-05,Pithoragarh
22.8,27.7,16.4,36,0.0,0.0,3,2017-05-06,Pithoragarh
23.3,28.2,19.3,41,0.0,0.0,3,2017-05-07,Pithoragarh
22.1,26.8,18.9,58,0.1,0.1,51,2017-05-08,Pithoragarh
21.0,25.1,17.2,65,2.1,2.1,61,2017-05-09,Pithoragarh
17.9,22.3,14.3,83,16.9,16.9,63,2017-05-10,Pithoragarh
20.4,26.0,15.4,71,0.4,0.4,51,2017-05-11,Pithoragarh
20.8,25.3,16.2,69,3.5,3.5,61,2017-05-12,Pithoragarh
22.2,26.9,18.8,63,0.2,0.2,51,2017-05-13,Pithoragarh
23.7,29.7,17.7,45,0.0,0.0,3,2017-05-14,Pithoragarh
24.6,30.2,19.2,36,0.0,0.0,2,2017-05-15,Pithoragarh
24.1,28.8,19.2,44,1.9,1.9,53,2017-05-16,Pithoragarh
20.7,24.0,18.3,66,13.3,13.3,63,2017-05-17,Pithoragarh
19.7,24.4,16.8,68,8.4,8.4,63,2017-05-18,Pithoragarh
20.1,24.9,16.7,68,4.9,4.9,63,2017-05-19,Pithoragarh
21.0,26.2,16.1,63,1.2,1.2,53,2017-05-20,Pithoragarh
22.8,26.9,18.1,51,1.3,1.3,55,2017-05-21,Pithoragarh
22.4,25.9,18.4,49,2.3,2.3,61,2017-05-22,Pithoragarh
21.3,24.3,17.8,56,3.0,3.0,63,2017-05-23,Pithoragarh
22.5,26.9,17.9,53,0.4,0.4,51,2017-05-24,Pithoragarh
23.3,26.9,19.7,53,1.4,1.4,53,2017-05-25,Pithoragarh
21.1,25.3,17.3,71,12.3,12.3,63,2017-05-26,Pithoragarh
19.5,24.8,16.4,78,12.5,12.5,63,2017-05-27,Pithoragarh
18.1,22.3,15.2,85,13.1,13.1,61,2017-05-28,Pithoragarh
18.2,22.0,14.6,86,24.9,24.9,65,2017-05-29,Pithoragarh
19.5,22.5,16.3,77,22.9,22.9,63,2017-05-30,Pithoragarh
