temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district
8.5,19.9,0.5,46,0.0,0.0,2,2025-01-01,Chamoli
10.4,20.8,1.6,43,0.0,0.0,3,2025-01-02,Chamoli
11.5,22.5,4.6,47,0.0,0.0,3,2025-01-03,Chamoli
11.2,23.7,3.2,46,0.0,0.0,2,2025-01-04,Chamoli
11.6,23.0,4.2,39,0.0,0.0,3,2025-01-05,Chamoli
8.7,15.7,3.4,57,0.0,0.0,3,2025-01-06,Chamoli
8.5,16.7,2.5,50,0.0,0.0,2,2025-01-07,Chamoli
8.7,19.3,1.9,41,0.0,0.0,0,2025-01-08,Chamoli
8.5,18.6,0.9,44,0.0,0.0,3,2025-01-09,Chamoli
8.9,19.8,1.1,42,0.0,0.0,2,2025-01-10,Chamoli
11.5,18.8,4.5,38,0.0,0.0,3,2025-01-11,Chamoli
7.7,13.8,2.4,72,5.8,5.8,53,2025-01-12,Chamoli
6.5,16.6,-1.3,54,0.0,0.0,0,2025-01-13,Chamoli
7.4,18.0,0.2,48,0.0,0.0,0,2025-01-14,Chamoli
8.6,19.7,0.5,44,0.0,0.0,3,2025-01-15,Chamoli
8.3,14.5,3.9,63,7.6,5.9,73,2025-01-16,Chamoli
7.8,18.7,0.0,41,0.0,0.0,3,2025-01-17,Chamoli
9.5,17.4,1.8,40,0.0,0.0,3,2025-01-18,Chamoli
12.5,21.5,5.4,45,0.0,0.0,3,2025-01-19,Chamoli
12.2,21.7,4.8,43,0.0,0.0,3,2025-01-20,Chamoli
11.9,21.2,4.1,44,0.0,0.0,3,2025-01-21,Chamoli
11.7,22.0,3.2,43,0.0,0.0,2,2025-01-22,Chamoli
10.1,17.8,4.1,47,0.0,0.0,3,2025-01-23,Chamoli
8.6,17.8,1.2,49,0.0,0.0,1,2025-01-24,Chamoli
9.8,19.7,1.9,41,0.0,0.0,0,2025-01-25,Chamoli
10.6,21.3,2.1,38,0.0,0.0,0,2025-01-26,Chamoli
10.5,20.6,3.1,41,0.0,0.0,0,2025-01-27,Chamoli
10.6,20.8,3.0,41,0.0,0.0,0,2025-01-28,Chamoli
10.1,18.9,3.5,45,0.0,0.0,3,2025-01-29,Chamoli
9.5,19.1,2.4,44,0.0,0.0,1,2025-01-30,Chamoli
9.1,19.4,0.6,46,0.0,0.0,1,2025-01-31,Chamoli
9.4,19.7,2.1,44,0.0,0.0,1,2025-02-01,Chamoli
9.3,19.4,1.4,45,0.0,0.0,0,2025-02-02,Chamoli
11.7,24.2,1.7,36,0.0,0.0,2,2025-02-03,Chamoli
9.9,16.3,4.1,60,1.7,1.7,55,2025-02-04,Chamoli
9.6,17.9,3.5,61,0.6,0.6,51,2025-02-05,Chamoli
8.9,19.0,1.3,42,0.0,0.0,1,2025-02-06,Chamoli
9.5,21.0,0.1,37,0.0,0.0,3,2025-02-07,Chamoli
10.6,20.9,2.2,37,0.0,0.0,3,2025-02-08,Chamoli
10.9,20.9,2.7,46,0.0,0.0,1,2025-02-09,Chamoli
10.6,20.8,3.1,48,0.0,0.0,3,2025-02-10,Chamoli
9.2,18.3,1.9,52,0.0,0.0,1,2025-02-11,Chamoli
9.1,17.1,1.9,48,0.0,0.0,2,2025-02-12,Chamoli
9.0,18.4,1.0,44,0.0,0.0,1,2025-02-13,Chamoli
10.6,20.0,2.2,41,0.0,0.0,3,2025-02-14,Chamoli
9.1,15.8,3.1,48,0.4,0.4,51,2025-02-15,Chamoli
11.1,20.1,2.7,44,0.0,0.0,3,2025-02-16,Chamoli
10.9,20.0,2.2,46,0.0,0.0,3,2025-02-17,Chamoli
11.4,20.8,4.2,41,0.0,0.0,3,2025-02-18,Chamoli
12.2,21.7,3.5,42,0.0,0.0,3,2025-02-19,Chamoli
10.2,16.0,6.5,58,0.3,0.3,51,2025-02-20,Chamoli
11.2,19.3,4.5,54,0.0,0.0,3,2025-02-21,Chamoli
10.5,19.7,3.1,49,0.0,0.0,3,2025-02-22,Chamoli
11.9,20.0,5.7,53,0.0,0.0,3,2025-02-23,Chamoli
11.6,20.1,4.3,48,0.0,0.0,1,2025-02-24,Chamoli
13.1,22.1,3.8,41,0.0,0.0,3,2025-02-25,Chamoli
12.3,19.9,6.7,62,1.7,1.7,53,2025-02-26,Chamoli
10.0,12.8,8.7,89,31.8,31.8,63,2025-02-27,Chamoli
8.1,9.4,6.9,97,73.6,73.6,63,2025-02-28,Chamoli
10.0,17.0,4.2,67,0.3,0.3,51,2025-03-01,Chamoli
10.1,21.0,1.0,46,0.0,0.0,1,2025-03-02,Chamoli
10.8,19.9,1.2,43,0.0,0.0,3,2025-03-03,Chamoli
9.9,15.4,5.0,68,1.6,1.6,53,2025-03-04,Chamoli
10.9,19.8,3.2,55,0.0,0.0,0,2025-03-05,Chamoli
13.7,24.0,5.8,43,0.0,0.0,3,2025-03-06,Chamoli
12.6,21.9,4.7,57,0.3,0.3,51,2025-03-07,Chamoli
13.6,22.6,4.4,49,0.0,0.0,3,2025-03-08,Chamoli
14.6,23.0,7.1,51,0.0,0.0,0,2025-03-09,Chamoli
14.5,21.9,8.5,56,0.0,0.0,3,2025-03-10,Chamoli
14.5,23.1,8.1,56,0.1,0.1,51,2025-03-11,Chamoli
14.8,24.8,7.9,52,0.0,0.0,3,2025-03-12,Chamoli
14.3,22.9,6.8,50,0.2,0.2,51,2025-03-13,Chamoli
14.1,23.6,4.6,49,0.0,0.0,3,2025-03-14,Chamoli
13.6,21.5,8.0,59,6.1,6.1,63,2025-03-15,Chamoli
11.2,22.3,4.2,67,29.9,27.0,75,2025-03-16,Chamoli
10.9,20.6,1.7,55,0.0,0.0,3,2025-03-17,Chamoli
13.9,24.1,4.6,39,0.0,0.0,3,2025-03-18,Chamoli
14.2,23.7,5.2,47,0.0,0.0,3,2025-03-19,Chamoli
13.8,24.2,4.8,41,0.0,0.0,1,2025-03-20,Chamoli
14.0,23.1,4.9,42,0.0,0.0,1,2025-03-21,Chamoli
13.0,22.0,4.5,47,0.0,0.0,3,2025-03-22,Chamoli
